,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
1460,3,3,9,2,7,1,0,2,5,0,3,2,2,8,8,0,3,1,4,3,4,6
1461,6,1,5,2,5,1,0,0,8,2,1,2,2,8,3,0,3,1,4,3,5,0
1462,6,3,9,1,5,1,2,0,6,2,3,0,0,8,8,0,3,1,0,2,4,1
1463,3,3,9,1,5,1,2,0,5,2,3,0,2,8,8,0,3,1,0,2,4,1
1464,6,3,9,2,0,1,2,2,6,2,1,2,2,8,8,0,3,1,4,7,5,0
1465,6,1,5,1,5,1,2,0,8,2,3,0,0,8,8,0,3,1,0,3,4,1
1466,6,4,4,2,5,1,0,0,8,2,1,2,2,3,8,0,3,1,4,2,5,0
1467,6,1,5,2,5,1,0,0,6,2,1,2,2,3,3,0,3,1,4,3,6,0
1468,6,3,10,2,0,1,2,2,8,2,1,2,2,8,8,0,3,1,4,7,5,0
1469,3,1,4,1,5,1,2,0,4,2,3,2,2,8,8,0,3,1,0,2,0,1
1470,6,3,5,1,5,1,2,0,6,2,3,2,2,8,8,0,3,1,0,2,4,1
1471,6,4,3,2,5,1,0,0,10,2,1,2,2,3,8,0,3,1,4,3,6,0
1472,3,3,4,1,5,1,2,0,8,2,3,0,0,8,8,0,3,1,0,2,0,1
1473,3,3,9,2,7,1,0,2,6,0,3,2,2,8,8,0,3,1,4,2,5,6
1474,3,1,9,1,5,1,2,0,8,2,3,2,0,8,8,0,3,1,0,3,4,1
1475,6,1,4,1,5,1,2,0,4,2,3,2,2,8,8,0,3,1,0,3,0,1
1476,3,1,5,1,5,1,2,0,5,2,3,2,0,8,8,0,3,1,0,3,4,1
1477,3,3,5,1,5,1,2,0,8,2,3,0,0,8,8,0,3,1,0,2,0,1
1478,6,1,9,1,5,1,2,0,5,2,3,0,0,8,8,0,3,1,0,3,0,1
1479,3,4,9,2,7,1,0,2,8,0,3,2,2,8,8,0,3,1,4,2,4,1
1480,6,1,9,1,5,1,2,0,5,2,3,0,2,8,8,0,3,1,0,3,4,1
1481,3,3,5,1,5,1,2,0,5,2,3,0,0,8,8,0,3,1,0,3,0,1
1482,6,3,5,1,5,1,2,0,6,2,3,0,2,8,8,0,3,1,0,2,4,1
1483,6,1,4,1,5,1,2,0,8,2,3,2,2,8,8,0,3,1,0,2,4,1
1484,6,3,5,1,5,1,2,0,5,2,3,2,2,8,8,0,3,1,0,2,0,1
1485,3,4,10,2,3,1,0,0,6,0,4,2,4,8,8,0,3,1,4,2,6,1
1486,6,4,5,2,7,1,0,2,6,0,3,2,2,8,8,0,3,1,4,2,5,6
1487,6,1,9,1,5,1,2,0,8,2,3,2,0,8,8,0,3,1,0,2,0,1
1488,3,3,9,1,5,1,2,0,5,2,3,0,0,8,8,0,3,1,0,2,4,1
1489,6,3,5,1,5,1,2,0,4,2,3,2,0,8,8,0,3,1,0,3,4,1
1490,3,4,5,2,7,1,0,2,8,0,3,2,2,8,8,0,3,1,4,3,4,1
1491,3,1,4,1,5,1,2,0,8,2,3,0,2,8,8,0,3,1,0,2,4,1
1492,3,3,9,2,7,1,0,2,8,0,3,2,2,8,8,0,3,1,4,3,4,6
1493,3,3,5,1,5,1,2,0,6,2,3,0,2,8,8,0,3,1,0,2,4,1
1494,6,3,4,1,5,1,2,0,8,2,3,0,2,8,8,0,3,1,0,2,4,1
1495,6,1,4,1,5,1,2,0,6,2,3,2,2,8,8,0,3,1,0,2,0,1
1496,3,1,5,1,5,1,2,0,6,2,3,2,2,8,8,0,3,1,0,2,4,1
1497,3,3,4,1,5,1,2,0,4,2,3,2,0,8,8,0,3,1,0,3,4,1
1498,6,3,9,1,5,1,2,0,8,2,3,2,0,8,8,0,3,1,0,3,4,1
1499,6,1,5,1,5,1,2,0,5,2,3,2,0,8,8,0,3,1,0,2,0,1
1500,6,1,4,1,5,1,2,0,8,2,3,2,0,8,8,0,3,1,0,2,4,1
1501,3,1,5,1,5,1,2,0,8,2,3,2,2,8,8,0,3,1,0,3,0,1
1502,0,4,10,2,0,1,0,0,6,0,2,2,2,8,8,0,3,1,4,2,2,4
1503,3,1,4,1,5,1,2,0,5,2,3,2,0,8,8,0,3,1,0,3,4,1
1504,6,1,4,1,5,1,2,0,4,2,3,2,2,8,8,0,3,1,0,2,0,1
1505,3,1,9,1,5,1,2,0,6,2,3,0,0,8,8,0,3,1,0,3,0,1
1506,6,1,5,2,5,1,0,0,8,2,1,2,2,6,6,0,3,1,4,3,6,0
1507,3,3,5,2,7,1,0,2,11,0,3,2,2,8,8,0,3,1,4,2,4,6
1508,6,1,5,2,5,1,0,0,8,2,1,2,2,6,3,0,3,1,4,3,6,0
1509,6,1,5,1,5,1,2,0,4,2,3,0,0,8,8,0,3,1,0,3,0,1
1510,6,1,5,2,5,1,0,0,8,2,1,2,2,8,6,0,3,1,4,2,6,0
1511,6,1,9,1,5,1,2,0,6,2,3,0,2,8,8,0,3,1,0,3,0,1
1512,3,3,4,1,5,1,2,0,5,2,3,2,2,8,8,0,3,1,0,2,4,1
1513,3,3,5,1,5,1,2,0,4,2,3,2,2,8,8,0,3,1,0,2,0,1
1514,6,4,10,2,0,1,0,0,2,0,2,2,2,8,8,0,3,1,4,2,4,4
1515,6,1,9,2,0,1,2,2,8,2,1,2,2,8,8,0,3,1,4,7,5,0
1516,3,1,4,1,5,1,2,0,6,2,3,0,0,8,8,0,3,1,0,3,0,1
1517,3,1,5,1,5,1,2,0,4,2,3,2,0,8,8,0,3,1,0,3,0,1
1518,3,1,5,1,5,1,2,0,6,2,3,2,0,8,8,0,3,1,0,3,4,1
1519,0,4,10,2,0,1,0,0,2,0,2,2,2,8,8,0,3,1,4,2,4,1
1520,6,1,5,1,5,1,2,0,4,2,3,0,0,8,8,0,3,1,0,2,4,1
1521,6,4,9,2,3,1,0,0,6,0,2,2,2,8,8,0,3,1,4,3,4,1
1522,3,3,9,1,5,1,2,0,6,2,3,2,0,8,8,0,3,1,0,2,4,1
1523,6,3,9,1,5,1,2,0,5,2,3,2,2,8,8,0,3,1,0,3,0,1
1524,6,1,5,1,5,1,2,0,6,2,3,0,0,8,8,0,3,1,0,3,4,1
1525,6,3,5,1,5,1,2,0,6,2,3,2,0,8,8,0,3,1,0,3,0,1
1526,6,3,5,1,5,1,2,0,6,2,3,0,0,8,8,0,3,1,0,3,4,1
1527,6,4,5,2,5,1,0,0,11,2,1,2,2,8,8,0,3,1,4,3,6,0
1528,3,3,4,1,5,1,2,0,6,2,3,0,0,8,8,0,3,1,0,2,4,1
1529,6,4,10,2,0,1,0,0,2,0,2,2,2,8,8,0,3,1,4,2,2,4
1530,6,3,9,1,5,1,2,0,6,2,3,0,0,8,8,0,3,1,0,2,0,1
1531,3,4,9,2,7,1,0,2,6,0,3,2,2,8,8,0,3,1,4,2,4,6
1532,3,3,9,1,5,1,2,0,4,2,3,2,2,8,8,0,3,1,0,3,4,1
1533,3,3,9,2,7,1,0,2,6,0,3,2,2,8,8,0,3,1,4,3,4,6
1534,3,3,4,1,5,1,2,0,4,2,3,2,2,8,8,0,3,1,0,2,4,1
1535,3,1,4,1,5,1,2,0,5,2,3,0,0,8,8,0,3,1,0,3,4,1
1536,6,3,9,2,7,1,0,2,8,0,3,2,2,8,8,0,3,1,4,3,4,1
1537,6,3,4,1,5,1,2,0,8,2,3,0,0,8,8,0,3,1,0,2,0,1
1538,6,3,9,2,7,1,0,2,8,0,3,2,2,8,8,0,3,1,4,3,4,6
1539,6,3,4,1,5,1,2,0,8,2,3,0,0,8,8,0,3,1,0,3,4,1
1540,3,3,9,1,5,1,2,0,8,2,3,2,2,8,8,0,3,1,0,2,4,1
1541,3,4,9,2,7,1,0,2,11,0,3,2,2,8,8,0,3,1,4,3,5,1
1542,6,1,9,1,5,1,2,0,6,2,3,2,2,8,8,0,3,1,0,2,0,1
1543,6,3,5,1,5,1,2,0,4,2,3,2,2,8,8,0,3,1,0,2,0,1
1544,6,1,9,1,5,1,2,0,8,2,3,0,0,8,8,0,3,1,0,3,4,1
1545,6,1,9,1,5,1,2,0,8,2,3,0,2,8,8,0,3,1,0,2,0,1
1546,6,4,3,2,5,1,0,0,10,2,1,2,2,3,3,0,3,1,4,2,6,0
1547,3,3,5,2,7,1,0,2,5,0,3,2,2,8,8,0,3,1,4,2,4,6
1548,3,1,4,1,5,1,2,0,5,2,3,0,2,8,8,0,3,1,0,2,4,1
1549,6,4,10,2,0,1,0,0,11,0,4,2,4,8,8,0,3,1,4,2,6,1
1550,6,1,5,1,5,1,2,0,4,2,3,2,2,8,8,0,3,1,0,3,0,1
1551,3,1,5,1,5,1,2,0,5,2,3,0,0,8,8,0,3,1,0,2,0,1
1552,0,3,9,2,3,1,0,0,2,0,2,2,2,8,8,0,3,1,4,2,2,4
1553,3,3,4,1,5,1,2,0,5,2,3,2,0,8,8,0,3,1,0,2,0,1
1554,3,1,9,1,5,1,2,0,6,2,3,0,0,8,8,0,3,1,0,2,0,1
1555,3,1,5,1,5,1,2,0,4,2,3,2,2,8,8,0,3,1,0,3,0,1
1556,3,3,5,2,7,1,0,2,11,0,3,2,2,8,8,0,3,1,4,3,4,6
1557,6,3,5,1,5,1,2,0,4,2,3,2,0,8,8,0,3,1,0,3,0,1
1558,0,4,10,2,0,1,0,0,11,0,2,2,2,8,8,0,3,1,4,2,2,1
1559,3,3,4,1,5,1,2,0,8,2,3,2,0,8,8,0,3,1,0,3,0,1
1560,3,3,5,1,5,1,2,0,4,2,3,2,0,8,8,0,3,1,0,2,4,1
1561,6,1,4,1,5,1,2,0,4,2,3,0,2,8,8,0,3,1,0,3,0,1
1562,3,3,4,1,5,1,2,0,8,2,3,2,0,8,8,0,3,1,0,2,4,1
1563,6,1,5,1,5,1,2,0,8,2,3,0,2,8,8,0,3,1,0,2,0,1
1564,6,1,5,2,5,1,0,0,8,2,1,2,2,6,3,0,3,1,4,3,5,0
1565,0,4,9,2,3,1,0,0,2,0,2,2,2,8,8,0,3,1,4,3,2,4
1566,6,1,4,2,5,1,0,0,6,2,1,2,2,3,8,0,3,1,4,3,5,0
1567,3,4,5,2,7,1,0,2,8,0,3,2,2,8,8,0,3,1,4,2,4,1
1568,6,3,9,1,5,1,2,0,4,2,3,2,2,8,8,0,3,1,0,3,0,1
1569,3,3,5,2,7,1,0,2,5,0,3,2,2,8,8,0,3,1,4,2,5,6
1570,3,3,5,1,5,1,2,0,6,2,3,2,0,8,8,0,3,1,0,3,0,1
1571,3,1,5,1,5,1,2,0,5,2,3,2,0,8,8,0,3,1,0,2,0,1
1572,6,1,9,1,5,1,2,0,5,2,3,2,0,8,8,0,3,1,0,2,0,1
1573,6,1,5,1,5,1,2,0,6,2,3,0,2,8,8,0,3,1,0,3,0,1
1574,3,3,5,1,5,1,2,0,6,2,3,0,0,8,8,0,3,1,0,3,4,1
1575,6,3,10,2,3,1,0,0,2,0,2,2,2,8,8,0,3,1,4,2,4,1
1576,3,3,9,1,5,1,2,0,5,2,3,2,0,8,8,0,3,1,0,2,0,1
1577,6,3,9,1,5,1,2,0,5,2,3,0,2,8,8,0,3,1,0,2,4,1
1578,6,4,5,2,7,1,0,2,8,0,3,2,2,8,8,0,3,1,4,2,5,1
1579,3,1,4,1,5,1,2,0,6,2,3,2,0,8,8,0,3,1,0,2,0,1
1580,3,4,5,2,7,1,0,2,6,0,3,2,2,8,8,0,3,1,4,2,4,1
1581,3,1,9,1,5,1,2,0,6,2,3,2,2,8,8,0,3,1,0,2,0,1
1582,6,1,5,2,5,1,0,0,8,2,1,2,2,6,8,0,3,1,4,2,5,0
1583,6,1,4,1,5,1,2,0,5,2,3,2,0,8,8,0,3,1,0,2,4,1
1584,3,3,5,2,7,1,0,2,11,0,3,2,2,8,8,0,3,1,4,3,5,6
1585,3,3,4,1,5,1,2,0,4,2,3,2,0,8,8,0,3,1,0,2,4,1
1586,6,3,9,2,7,1,0,2,11,0,3,2,2,8,8,0,3,1,4,3,5,6
1587,6,1,5,2,5,1,0,0,8,2,1,2,2,3,3,0,3,1,4,3,5,0
1588,6,1,5,1,5,1,2,0,8,2,3,0,2,8,8,0,3,1,0,3,4,1
1589,6,4,10,2,0,1,0,0,6,0,4,2,4,8,8,0,3,1,4,3,4,5
1590,3,1,9,1,5,1,2,0,4,2,3,0,0,8,8,0,3,1,0,2,4,1
1591,3,3,9,1,5,1,2,0,8,2,3,2,0,8,8,0,3,1,0,3,0,1
1592,6,1,4,1,5,1,2,0,6,2,3,0,2,8,8,0,3,1,0,3,4,1
1593,3,1,4,1,5,1,2,0,8,2,3,0,0,8,8,0,3,1,0,2,4,1
1594,3,1,9,1,5,1,2,0,6,2,3,2,0,8,8,0,3,1,0,3,0,1
1595,6,1,4,1,5,1,2,0,6,2,3,0,0,8,8,0,3,1,0,2,4,1
1596,3,1,4,1,5,1,2,0,5,2,3,0,0,8,8,0,3,1,0,3,0,1
1597,6,1,4,2,5,1,0,0,11,2,1,2,2,8,8,0,3,1,4,3,5,0
1598,6,3,4,1,5,1,2,0,8,2,3,0,2,8,8,0,3,1,0,2,0,1
1599,3,3,4,1,5,1,2,0,8,2,3,0,2,8,8,0,3,1,0,2,4,1
1600,6,4,5,2,3,1,0,0,11,0,4,2,4,8,8,0,3,1,4,3,4,1
1601,6,4,4,2,5,1,0,0,6,2,1,2,2,6,3,0,3,1,4,2,6,0
1602,3,3,4,1,5,1,2,0,5,2,3,0,0,8,8,0,3,1,0,2,0,1
1603,3,1,9,1,5,1,2,0,5,2,3,2,0,8,8,0,3,1,0,3,4,1
1604,3,3,5,1,5,1,2,0,4,2,3,0,0,8,8,0,3,1,0,3,0,1
1605,3,1,9,1,5,1,2,0,8,2,3,2,2,8,8,0,3,1,0,2,4,1
1606,3,1,5,1,5,1,2,0,6,2,3,2,0,8,8,0,3,1,0,2,0,1
1607,3,3,4,1,5,1,2,0,5,2,3,2,2,8,8,0,3,1,0,2,0,1
1608,6,3,5,1,5,1,2,0,6,2,3,2,2,8,8,0,3,1,0,3,4,1
1609,6,1,5,2,5,1,0,0,8,2,1,2,2,8,8,0,3,1,4,3,6,0
1610,6,3,5,1,5,1,2,0,5,2,3,0,0,8,8,0,3,1,0,3,4,1
1611,6,1,5,1,5,1,2,0,5,2,3,0,2,8,8,0,3,1,0,2,0,1
1612,3,3,9,1,5,1,2,0,8,2,3,0,0,8,8,0,3,1,0,3,0,1
1613,6,1,5,1,5,1,0,2,8,0,3,2,2,8,8,0,3,1,4,2,6,6
1614,3,3,9,2,7,1,0,2,8,0,3,2,2,8,8,0,3,1,4,2,4,6
1615,3,3,5,2,7,1,0,2,8,0,3,2,2,8,8,0,3,1,4,3,5,1
1616,6,1,5,2,5,1,0,0,10,2,1,2,2,8,3,0,3,1,4,2,5,0
1617,6,3,9,1,5,1,2,0,6,2,3,0,2,8,8,0,3,1,0,3,0,1
1618,3,1,4,1,5,1,2,0,5,2,3,2,2,8,8,0,3,1,0,3,0,1
1619,6,3,5,1,5,1,2,0,4,2,3,2,2,8,8,0,3,1,0,3,4,1
1620,6,1,5,1,5,1,2,0,4,2,3,0,0,8,8,0,3,1,0,3,4,1
1621,6,3,4,1,5,1,2,0,4,2,3,2,2,8,8,0,3,1,0,2,4,1
1622,3,1,4,1,5,1,2,0,6,2,3,0,0,8,8,0,3,1,0,2,0,1
1623,3,3,5,1,5,1,2,0,8,2,3,2,0,8,8,0,3,1,0,3,4,1
1624,3,3,4,1,5,1,2,0,6,2,3,2,0,8,8,0,3,1,0,2,0,1
1625,6,1,3,2,5,1,0,0,6,2,1,2,2,6,6,0,3,1,4,2,5,0
1626,3,4,9,2,7,1,0,2,5,0,3,2,2,8,8,0,3,1,4,3,5,6
1627,6,1,5,1,5,1,2,0,4,2,3,0,2,8,8,0,3,1,0,3,4,1
1628,6,1,5,2,5,1,0,0,6,2,1,2,2,8,3,0,3,1,4,3,5,0
1629,3,3,5,2,7,1,0,2,5,0,3,2,2,8,8,0,3,1,4,3,4,6
1630,3,3,9,2,7,1,0,2,5,0,3,2,2,8,8,0,3,1,4,2,5,1
1631,3,3,9,2,7,1,0,2,6,0,3,2,2,8,8,0,3,1,4,2,4,6
1632,3,1,9,1,5,1,2,0,4,2,3,2,0,8,8,0,3,1,0,3,0,1
1633,3,3,5,1,5,1,2,0,4,2,3,0,2,8,8,0,3,1,0,3,4,1
1634,3,1,5,1,5,1,2,0,4,2,3,0,0,8,8,0,3,1,0,2,0,1
1635,6,3,5,1,5,1,2,0,4,2,3,2,0,8,8,0,3,1,0,2,0,1
1636,3,3,5,1,5,1,2,0,5,2,3,2,0,8,8,0,3,1,0,2,0,1
1637,3,3,9,2,7,1,0,2,8,0,3,2,2,8,8,0,3,1,4,3,5,1
1638,3,3,9,2,7,1,0,2,6,0,3,2,2,8,8,0,3,1,4,2,5,1
1639,3,3,4,1,5,1,2,0,8,2,3,0,0,8,8,0,3,1,0,3,0,1
1640,6,3,5,1,5,1,2,0,5,2,3,0,2,8,8,0,3,1,0,2,0,1
1641,6,3,5,1,5,1,2,0,4,2,3,0,0,8,8,0,3,1,0,3,4,1
1642,6,1,5,2,5,1,0,0,11,2,1,2,2,8,3,0,3,1,4,2,5,0
1643,6,1,5,2,5,1,0,0,6,2,1,2,2,3,8,0,3,1,4,3,5,0
1644,3,1,9,1,5,1,2,0,8,2,3,0,2,8,8,0,3,1,0,2,0,1
1645,3,1,9,1,5,1,2,0,6,2,3,0,2,8,8,0,3,1,0,3,4,1
1646,6,1,9,1,5,1,2,0,5,2,3,0,0,8,8,0,3,1,0,2,0,1
1647,6,3,10,2,3,1,0,0,6,0,2,2,2,8,8,0,3,1,4,3,2,4
1648,3,3,4,1,5,1,2,0,6,2,3,0,0,8,8,0,3,1,0,3,0,1
1649,6,3,9,1,5,1,2,0,4,2,3,2,0,8,8,0,3,1,0,3,4,1
1650,6,1,5,1,5,1,2,0,6,2,3,2,2,8,8,0,3,1,0,3,4,1
1651,6,1,5,1,5,1,2,0,8,2,3,0,2,8,8,0,3,1,0,3,0,1
1652,6,3,9,1,5,1,2,0,6,2,3,2,2,8,8,0,3,1,0,3,4,1
1653,6,3,5,1,5,1,2,0,4,2,3,0,0,8,8,0,3,1,0,2,4,1
1654,6,3,4,1,5,1,2,0,4,2,3,0,2,8,8,0,3,1,0,3,4,1
1655,6,3,4,1,5,1,2,0,8,2,3,2,0,8,8,0,3,1,0,2,4,1
1656,3,3,9,1,5,1,2,0,8,2,3,2,2,8,8,0,3,1,0,3,4,1
1657,6,3,5,1,5,1,2,0,6,2,3,0,0,8,8,0,3,1,0,2,0,1
1658,3,1,4,1,5,1,2,0,8,2,3,2,2,8,8,0,3,1,0,3,4,1
1659,3,1,9,1,5,1,2,0,4,2,3,2,2,8,8,0,3,1,0,2,4,1
1660,6,1,9,1,5,1,2,0,6,2,3,2,2,8,8,0,3,1,0,3,0,1
1661,3,1,4,1,5,1,2,0,4,2,3,0,2,8,8,0,3,1,0,2,4,1
1662,6,1,4,1,5,1,2,0,8,2,3,2,0,8,8,0,3,1,0,2,0,1
1663,6,4,10,2,0,1,0,0,2,0,2,2,2,8,8,0,3,1,4,2,2,1
1664,6,3,10,2,3,1,0,0,6,0,2,2,2,8,8,0,3,1,4,2,2,1
1665,6,3,9,1,5,1,2,0,8,2,3,2,0,8,8,0,3,1,0,2,0,1
1666,6,4,5,2,7,1,0,2,5,0,3,2,2,8,8,0,3,1,4,2,4,1
1667,6,1,9,1,5,1,2,0,5,2,3,2,0,8,8,0,3,1,0,3,4,1
1668,6,3,9,2,7,1,0,2,11,0,3,2,2,8,8,0,3,1,4,2,4,6
1669,6,4,4,2,5,1,0,0,6,2,1,2,2,6,3,0,3,1,4,3,5,0
1670,3,3,9,2,7,1,0,2,11,0,3,2,2,8,8,0,3,1,4,2,5,6
1671,6,4,10,2,3,1,0,0,2,0,2,2,2,8,8,0,3,1,4,3,4,1
1672,6,4,9,2,3,1,0,0,6,0,2,2,2,8,8,0,3,1,4,3,2,4
1673,3,4,5,2,3,1,0,0,6,0,4,2,4,8,8,0,3,1,4,3,6,5
1674,6,3,9,1,5,1,2,0,6,2,3,2,0,8,8,0,3,1,0,3,4,1
1675,3,3,5,1,5,1,2,0,8,2,3,0,2,8,8,0,3,1,0,2,4,1
1676,6,3,4,1,5,1,2,0,8,2,3,2,2,8,8,0,3,1,0,2,0,1
1677,6,3,9,1,5,1,2,0,6,2,3,0,2,8,8,0,3,1,0,2,0,1
1678,3,3,5,1,5,1,2,0,4,2,3,0,0,8,8,0,3,1,0,3,4,1
1679,3,3,5,1,5,1,2,0,6,2,3,2,2,8,8,0,3,1,0,2,0,1
1680,6,3,4,1,5,1,2,0,6,2,3,0,0,8,8,0,3,1,0,2,4,1
1681,0,3,9,2,3,1,0,0,6,0,2,2,2,8,8,0,3,1,4,3,2,1
1682,6,3,4,1,5,1,2,0,8,2,3,2,2,8,8,0,3,1,0,2,4,1
1683,6,3,10,2,3,1,0,0,11,0,2,2,2,8,8,0,3,1,4,2,4,4
1684,3,4,9,2,7,1,0,2,6,0,3,2,2,8,8,0,3,1,4,2,5,1
1685,3,3,9,1,5,1,2,0,8,2,3,0,0,8,8,0,3,1,0,2,4,1
1686,3,3,5,1,5,1,2,0,4,2,3,0,0,8,8,0,3,1,0,2,4,1
1687,3,3,4,1,5,1,2,0,6,2,3,2,2,8,8,0,3,1,0,3,4,1
1688,3,1,4,1,5,1,2,0,4,2,3,0,2,8,8,0,3,1,0,3,4,1
1689,6,4,5,2,5,1,0,0,8,2,1,2,2,3,8,0,3,1,4,3,6,0
1690,6,1,5,2,5,1,0,0,6,2,1,2,2,3,3,0,3,1,4,2,6,0
1691,6,4,10,2,0,1,0,0,6,0,4,2,4,8,8,0,3,1,4,3,6,5
1692,6,1,4,2,5,1,0,0,11,2,1,2,2,6,6,0,3,1,4,2,6,0
1693,3,1,4,1,5,1,2,0,8,2,3,0,0,8,8,0,3,1,0,3,0,1
1694,3,3,5,1,5,1,2,0,4,2,3,0,2,8,8,0,3,1,0,2,4,1
1695,3,3,9,1,5,1,2,0,6,2,3,2,0,8,8,0,3,1,0,3,0,1
1696,6,1,4,1,5,1,2,0,5,2,3,0,2,8,8,0,3,1,0,3,0,1
1697,3,3,9,1,5,1,2,0,6,2,3,0,0,8,8,0,3,1,0,2,4,1
1698,3,1,4,1,5,1,2,0,6,2,3,0,2,8,8,0,3,1,0,3,0,1
1699,6,1,4,1,5,1,2,0,5,2,3,2,2,8,8,0,3,1,0,3,0,1
1700,6,3,5,1,5,1,2,0,5,2,3,2,0,8,8,0,3,1,0,3,0,1
1701,6,1,5,2,5,1,0,0,11,2,1,2,2,8,3,0,3,1,4,2,6,0
1702,3,3,9,1,5,1,2,0,5,2,3,2,2,8,8,0,3,1,0,3,4,1
1703,3,1,5,1,5,1,2,0,6,2,3,0,2,8,8,0,3,1,0,2,4,1
1704,3,4,5,2,7,1,0,2,11,0,3,2,2,8,8,0,3,1,4,2,4,1
1705,6,1,5,2,5,1,0,0,6,2,1,2,2,6,8,0,3,1,4,2,6,0
1706,6,1,5,1,5,1,2,0,8,2,3,0,0,8,8,0,3,1,0,2,4,1
1707,3,1,9,1,5,1,2,0,6,2,3,2,0,8,8,0,3,1,0,2,4,1
1708,3,4,5,2,7,1,0,2,6,0,3,2,2,8,8,0,3,1,4,3,5,6
1709,3,1,4,1,5,1,2,0,5,2,3,2,2,8,8,0,3,1,0,2,4,1
1710,6,1,4,2,5,1,0,0,6,2,1,2,2,8,8,0,3,1,4,2,5,0
1711,6,1,9,1,5,1,2,0,8,2,3,0,0,8,8,0,3,1,0,2,0,1
1712,6,1,4,1,5,1,2,0,4,2,3,0,0,8,8,0,3,1,0,2,4,1
1713,6,1,5,2,5,1,0,0,11,2,1,2,2,3,6,0,3,1,4,3,5,0
1714,6,3,4,1,5,1,2,0,4,2,3,2,0,8,8,0,3,1,0,3,0,1
1715,3,1,9,1,5,1,2,0,8,2,3,2,0,8,8,0,3,1,0,3,0,1
1716,6,1,4,2,5,1,0,0,10,2,1,2,2,6,6,0,3,1,4,2,6,0
1717,6,4,9,2,3,1,0,0,11,0,2,2,2,8,8,0,3,1,4,2,2,1
1718,6,4,9,2,3,1,0,0,5,0,2,2,2,8,8,0,3,1,4,3,2,4
1719,3,3,4,1,5,1,2,0,8,2,3,0,2,8,8,0,3,1,0,3,4,1
1720,3,3,9,1,5,1,2,0,5,2,3,2,2,8,8,0,3,1,0,2,0,1
1721,3,3,5,1,5,1,2,0,6,2,3,0,0,8,8,0,3,1,0,2,4,1
1722,3,3,9,1,5,1,2,0,8,2,3,0,2,8,8,0,3,1,0,2,0,1
1723,6,1,5,1,5,1,2,0,4,2,3,2,0,8,8,0,3,1,0,3,0,1
1724,6,3,5,1,5,1,2,0,6,2,3,2,0,8,8,0,3,1,0,3,4,1
1725,0,4,10,2,0,1,0,0,2,0,2,2,2,8,8,0,3,1,4,3,2,4
1726,3,4,9,2,7,1,0,2,5,0,3,2,2,8,8,0,3,1,4,2,5,1
1727,6,3,5,1,5,1,2,0,5,2,3,2,0,8,8,0,3,1,0,2,0,1
1728,3,3,5,1,5,1,2,0,5,2,3,0,2,8,8,0,3,1,0,2,4,1
1729,6,4,5,2,0,1,0,0,6,0,4,2,4,8,8,0,3,1,4,2,4,1
1730,6,3,4,1,5,1,2,0,6,2,3,0,0,8,8,0,3,1,0,3,0,1
1731,3,3,9,1,5,1,2,0,5,2,3,0,2,8,8,0,3,1,0,3,0,1
1732,6,3,5,2,7,1,0,2,6,0,3,2,2,8,8,0,3,1,4,2,5,6
1733,3,3,4,1,5,1,2,0,6,2,3,0,0,8,8,0,3,1,0,2,0,1
1734,6,1,9,1,5,1,2,0,8,2,3,0,2,8,8,0,3,1,0,3,4,1
1735,3,3,5,2,7,1,0,2,6,0,3,2,2,8,8,0,3,1,4,2,5,1
1736,6,1,5,1,5,1,2,0,8,2,3,2,2,8,8,0,3,1,0,3,0,1
1737,6,3,5,1,5,1,2,0,8,2,3,0,2,8,8,0,3,1,0,2,0,1
1738,6,1,5,2,5,1,0,0,10,2,1,2,2,3,6,0,3,1,4,2,5,0
1739,3,3,9,1,5,1,2,0,8,2,3,0,2,8,8,0,3,1,0,2,4,1
1740,3,3,9,2,7,1,0,2,8,0,3,2,2,8,8,0,3,1,4,3,5,6
1741,6,1,9,1,5,1,2,0,4,2,3,2,0,8,8,0,3,1,0,2,0,1
1742,3,1,5,1,5,1,2,0,4,2,3,2,2,8,8,0,3,1,0,3,4,1
1743,3,3,4,1,5,1,2,0,8,2,3,0,0,8,8,0,3,1,0,3,4,1
1744,6,1,9,1,5,1,2,0,6,2,3,0,0,8,8,0,3,1,0,2,0,1
1745,3,4,5,2,3,1,0,0,11,0,4,2,4,8,8,0,3,1,4,3,6,1
1746,3,3,9,2,7,1,0,2,11,0,3,2,2,8,8,0,3,1,4,3,4,1
1747,6,1,9,1,5,1,2,0,8,2,3,2,2,8,8,0,3,1,0,3,0,1
1748,3,1,5,1,5,1,0,2,8,0,3,2,2,8,8,0,3,1,4,2,6,6
1749,3,4,5,2,7,1,0,2,11,0,3,2,2,8,8,0,3,1,4,3,4,6
1750,3,3,9,1,5,1,2,0,6,2,3,2,0,8,8,0,3,1,0,3,4,1
1751,6,1,4,1,5,1,2,0,5,2,3,0,0,8,8,0,3,1,0,3,4,1
1752,3,4,10,2,0,1,0,0,6,0,4,2,4,8,8,0,3,1,4,3,6,5
1753,6,1,9,1,5,1,2,0,4,2,3,0,0,8,8,0,3,1,0,3,4,1
